0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
0, 90, 0.5, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
1, 2, 1000, 
0, 0, 0, 
0, 0, 0, 
0, 0, 0, 
